,MSZoning,LotFrontage,LotArea,Street,Utilities,Neighborhood,BldgType,OverallQual,YearBuilt,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice
725,RL,60.0,6960,Pave,AllPub,NAmes,1Fam,4,1970,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,ALQ,BLQ,864,TA,Y,SBrkr,864,864,0,0,1,0,3,1,Gd,5,0,2,Y,0,0,0,0,0,500,WD,Normal,120500
726,RL,-1.0,21695,Pave,AllPub,Crawfor,1Fam,6,1988,Hip,CompShg,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,GLQ,Unf,880,Ex,Y,SBrkr,1680,1680,1,0,2,0,3,1,Gd,5,1,2,Y,44,0,182,0,0,0,WD,Normal,222000
727,RL,64.0,7314,Pave,AllPub,CollgCr,1Fam,7,2007,Gable,CompShg,Stone,82.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1232,Ex,Y,SBrkr,1232,1232,1,0,2,0,2,1,Gd,6,0,2,Y,0,0,0,0,0,0,WD,Normal,194500
728,RL,85.0,11475,Pave,AllPub,NAmes,Duplex,5,1958,Gable,CompShg,BrkFace,95.0,TA,TA,CBlock,TA,TA,Unf,Unf,1584,TA,Y,SBrkr,1776,1776,1,0,2,0,4,2,TA,9,0,3,Y,25,0,0,0,0,0,COD,Abnorml,110000
729,RM,52.0,6240,Pave,AllPub,IDOTRR,1Fam,4,1925,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,Unf,780,TA,Y,FuseA,848,1208,0,0,1,0,2,1,TA,5,0,2,Y,23,112,0,0,0,0,WD,Normal,103000
730,RL,39.0,5389,Pave,AllPub,StoneBr,TwnhsE,8,1995,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1595,Ex,Y,SBrkr,1616,1616,1,0,2,0,2,1,Gd,5,1,2,Y,152,0,0,0,0,0,WD,Normal,236500
731,RL,73.0,9590,Pave,AllPub,Timber,1Fam,7,2003,Gable,CompShg,BrkFace,442.0,Gd,TA,PConc,Ex,TA,GLQ,Unf,868,Ex,Y,SBrkr,1146,1146,1,0,2,0,3,1,Gd,6,1,2,Y,22,0,0,0,0,0,WD,Normal,187500
732,RL,75.0,11404,Pave,AllPub,CollgCr,1Fam,7,1998,Gable,CompShg,BrkFace,202.0,Gd,TA,PConc,Gd,TA,ALQ,Unf,1153,Ex,Y,SBrkr,1153,2031,0,0,2,1,3,1,Gd,8,1,2,Y,84,0,0,0,0,0,WD,Normal,222500
733,RL,80.0,10000,Pave,AllPub,Sawyer,1Fam,5,1961,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,Unf,864,Ex,Y,SBrkr,1144,1144,1,0,1,0,3,1,TA,6,1,1,Y,0,0,0,0,0,400,WD,Normal,131400
734,RL,-1.0,8978,Pave,AllPub,Sawyer,1Fam,5,1968,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,Unf,Unf,948,TA,Y,SBrkr,948,948,0,0,1,0,3,1,TA,6,0,1,Y,0,0,0,0,0,0,WD,Family,108000
735,RM,60.0,10800,Pave,AllPub,OldTown,1Fam,7,1914,Gable,CompShg,None,0.0,TA,TA,BrkTil,Gd,TA,Rec,Unf,880,Fa,N,SBrkr,880,1768,0,0,1,1,2,1,TA,6,2,2,N,341,0,0,0,0,0,WD,Normal,163000
736,RL,60.0,8544,Pave,AllPub,NAmes,Duplex,3,1950,Gable,CompShg,None,0.0,TA,TA,CBlock,-1,-1,-1,-1,0,Gd,N,FuseF,1040,1040,0,0,2,0,2,2,TA,6,0,2,Y,0,0,0,0,0,0,WD,Normal,93500
737,RL,72.0,10463,Pave,AllPub,Gilbert,1Fam,8,2005,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,893,Ex,Y,SBrkr,901,1801,0,0,2,1,3,1,Gd,8,1,3,Y,116,0,0,0,0,0,WD,Normal,239900
738,RL,60.0,10800,Pave,AllPub,Edwards,Duplex,5,1987,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,Gd,GLQ,Unf,1200,TA,Y,SBrkr,1200,1200,3,0,3,0,3,1,TA,5,0,0,Y,0,0,0,0,0,0,WD,Alloca,179000
739,RL,65.0,9313,Pave,AllPub,CollgCr,1Fam,7,2004,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,864,Ex,Y,SBrkr,864,1728,0,0,2,1,3,1,Gd,7,0,2,Y,56,0,0,0,0,0,WD,Normal,190000
740,RM,60.0,9600,Pave,AllPub,OldTown,1Fam,5,1910,Gable,CompShg,None,0.0,TA,Gd,BrkTil,Fa,Fa,Unf,Unf,264,Ex,Y,SBrkr,768,1432,0,0,2,0,2,1,TA,7,0,2,Y,0,112,0,0,0,0,WD,Abnorml,132000
741,RL,65.0,6768,Pave,AllPub,Sawyer,1Fam,6,1961,Hip,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,GLQ,Unf,912,Gd,Y,SBrkr,912,912,1,1,1,0,3,1,Gd,5,0,1,Y,0,0,0,0,0,0,WD,Normal,142000
742,RL,65.0,8450,Pave,AllPub,SawyerW,1Fam,7,2000,Gable,CompShg,BrkFace,108.0,TA,TA,PConc,Gd,TA,Unf,Unf,1349,Ex,Y,SBrkr,1349,1349,0,0,2,0,3,1,TA,6,0,2,Y,55,0,0,0,0,0,WD,Normal,179000
743,RL,70.0,12886,Pave,AllPub,Sawyer,1Fam,5,1963,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,ALQ,Unf,520,Ex,Y,SBrkr,1464,1464,0,1,2,0,3,1,TA,6,1,2,Y,0,0,0,100,0,0,WD,Normal,175000
744,RL,41.0,5395,Pave,AllPub,StoneBr,TwnhsE,8,1993,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1337,Gd,Y,SBrkr,1337,1337,1,0,2,0,2,1,Gd,5,1,2,Y,0,70,168,0,0,0,WD,Normal,180000
745,RL,-1.0,8963,Pave,AllPub,NWAmes,1Fam,8,1976,Hip,CompShg,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,GLQ,ALQ,1142,Ex,Y,SBrkr,1175,2715,0,1,3,1,4,1,Gd,11,2,2,Y,204,0,0,0,0,0,WD,Normal,299800
746,RL,-1.0,8795,Pave,AllPub,Gilbert,1Fam,7,2000,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,952,Ex,Y,SBrkr,980,2256,0,0,2,1,4,1,Gd,8,1,2,Y,54,0,0,0,0,0,WD,Normal,236000
747,RM,65.0,11700,Pave,AllPub,OldTown,1Fam,7,1880,Mansard,CompShg,None,0.0,Gd,TA,Stone,TA,Fa,Unf,Unf,1240,TA,N,SBrkr,1320,2640,0,0,1,1,4,1,Gd,8,1,4,N,0,386,0,0,0,0,WD,Normal,265979
748,RL,59.0,10593,Pave,AllPub,NoRidge,1Fam,7,1996,Hip,CompShg,BrkFace,338.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1720,Ex,Y,SBrkr,1720,1720,1,0,2,0,3,1,Gd,7,1,2,Y,56,154,0,0,0,0,WD,Normal,260400
749,RL,50.0,8405,Pave,AllPub,Edwards,1Fam,4,1945,Gable,CompShg,None,0.0,TA,TA,Slab,-1,-1,-1,-1,0,TA,N,FuseF,1088,1529,0,0,2,0,4,1,TA,9,0,1,N,0,185,0,0,0,0,WD,Normal,98000
750,RM,55.0,8800,Pave,AllPub,OldTown,1Fam,4,1910,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,Fa,Unf,Unf,576,Gd,Y,SBrkr,792,1140,0,0,1,0,3,1,TA,7,0,0,N,160,0,0,0,0,0,WD,Normal,96500
751,RL,-1.0,7750,Pave,AllPub,Gilbert,1Fam,7,2003,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,660,Ex,Y,SBrkr,660,1320,0,0,2,1,3,1,Gd,6,0,2,Y,48,0,0,0,0,0,WD,Normal,162000
752,RL,79.0,9236,Pave,AllPub,CollgCr,1Fam,6,1997,Gable,CompShg,None,0.0,TA,Gd,PConc,Gd,TA,GLQ,Unf,1479,Ex,Y,SBrkr,1494,1494,1,0,2,0,3,1,Gd,6,0,2,Y,27,0,0,0,0,0,WD,Normal,217000
753,RL,80.0,10240,Pave,AllPub,NridgHt,1Fam,8,2005,Gable,CompShg,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1030,Gd,Y,SBrkr,1038,2098,0,0,2,1,3,1,Ex,8,1,3,Y,52,0,0,0,0,0,WD,Normal,275500
754,RL,61.0,7930,Pave,AllPub,NAmes,1Fam,6,1969,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,GLQ,LwQ,1026,Gd,Y,SBrkr,1026,1026,1,0,1,0,3,1,Gd,5,0,2,Y,48,0,0,0,0,0,WD,Normal,156000
755,FV,34.0,3230,Pave,AllPub,Somerst,TwnhsE,6,1999,Gable,CompShg,BrkFace,894.0,TA,TA,PConc,Gd,TA,GLQ,Unf,729,Gd,Y,SBrkr,742,1471,0,0,2,1,3,1,TA,6,0,2,Y,24,0,0,0,0,0,WD,Normal,172500
756,RL,68.0,10769,Pave,AllPub,CollgCr,1Fam,8,2007,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,866,Ex,Y,SBrkr,866,1768,0,0,2,1,3,1,Gd,7,0,2,Y,105,0,0,0,0,0,WD,Normal,212000
757,RL,-1.0,11616,Pave,AllPub,Sawyer,1Fam,6,1978,Hip,CompShg,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Rec,Unf,672,TA,Y,SBrkr,672,1386,0,0,2,1,3,1,TA,6,1,2,Y,0,0,0,0,0,0,WD,Abnorml,158900
758,FV,24.0,2280,Pave,AllPub,Somerst,Twnhs,7,1999,Gable,CompShg,BrkFace,360.0,TA,TA,PConc,Gd,TA,ALQ,Unf,744,Gd,Y,SBrkr,757,1501,0,0,2,1,3,1,TA,6,0,2,Y,0,0,0,0,0,0,WD,Normal,179400
759,RL,65.0,12257,Pave,AllPub,NoRidge,1Fam,8,1995,Gable,CompShg,BrkFace,513.0,Gd,TA,PConc,Gd,TA,LwQ,ALQ,1318,Ex,Y,SBrkr,1328,2531,0,0,2,1,4,1,Gd,9,1,3,Y,98,0,0,0,0,0,WD,Normal,290000
760,RL,70.0,9100,Pave,AllPub,NAmes,1Fam,6,1959,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,Unf,864,Ex,Y,SBrkr,864,864,0,0,1,0,2,1,TA,5,0,1,Y,0,0,0,0,0,450,WD,Normal,127500
761,RM,60.0,6911,Pave,AllPub,BrkSide,1Fam,5,1924,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,LwQ,Unf,1145,TA,Y,SBrkr,1301,1301,0,0,1,0,2,1,Fa,5,0,2,Y,0,0,0,0,0,0,WD,Normal,100000
762,FV,72.0,8640,Pave,AllPub,Somerst,1Fam,7,2009,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,GLQ,Unf,756,Ex,Y,SBrkr,764,1547,0,0,2,1,3,1,Gd,7,0,2,Y,45,0,0,0,0,0,Con,Normal,215200
763,RL,82.0,9430,Pave,AllPub,NoRidge,1Fam,8,1999,Gable,CompShg,BrkFace,673.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1252,Ex,Y,SBrkr,1268,2365,1,0,2,1,3,1,Gd,8,1,3,Y,128,0,0,180,0,0,WD,Normal,337000
764,RL,30.0,9549,Pave,AllPub,Veenker,TwnhsE,8,1995,Hip,CompShg,None,0.0,Gd,Gd,PConc,Gd,Gd,LwQ,GLQ,1494,Ex,Y,SBrkr,1494,1494,1,0,1,1,2,1,Ex,6,1,2,Y,30,0,0,216,0,0,WD,Normal,270000
765,RL,75.0,14587,Pave,AllPub,Somerst,1Fam,9,2008,Gable,CompShg,Stone,284.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1498,Ex,Y,SBrkr,1506,1506,0,0,2,0,2,1,Ex,6,1,2,Y,174,0,0,0,0,0,New,Partial,264132
766,RL,80.0,10421,Pave,AllPub,NWAmes,1Fam,7,1988,Gable,CompShg,BrkFace,42.0,TA,TA,CBlock,Gd,TA,GLQ,Unf,980,TA,Y,SBrkr,980,1714,0,0,2,1,3,1,TA,7,1,2,Y,66,156,0,0,0,500,WD,Normal,196500
767,RL,75.0,12508,Pave,AllPub,Mitchel,1Fam,6,1940,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,ALQ,Unf,983,Ex,Y,SBrkr,983,1750,1,0,2,0,4,1,TA,7,0,1,Y,0,156,0,0,0,1300,WD,Normal,160000
768,RL,70.0,9100,Pave,AllPub,CollgCr,1Fam,7,2004,Hip,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1860,Ex,Y,SBrkr,1836,1836,0,0,2,0,3,1,Gd,8,1,2,Y,33,0,0,0,0,0,WD,Normal,216837
769,RL,47.0,53504,Pave,AllPub,StoneBr,1Fam,8,2003,Hip,CompShg,BrkFace,603.0,Ex,TA,PConc,Gd,TA,ALQ,Unf,1650,Ex,Y,SBrkr,1690,3279,1,0,3,1,4,1,Ex,12,1,3,Y,36,0,0,210,0,0,WD,Normal,538000
770,RL,-1.0,7252,Pave,AllPub,Sawyer,1Fam,5,1982,Hip,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,GLQ,Unf,858,TA,Y,SBrkr,858,858,1,0,1,0,2,1,TA,5,0,2,Y,0,0,0,0,0,0,WD,Normal,134900
771,RL,67.0,8877,Pave,AllPub,Edwards,1Fam,4,1951,Gable,CompShg,None,0.0,TA,TA,CBlock,Fa,Fa,LwQ,Unf,836,TA,Y,FuseF,1220,1220,0,0,1,0,2,1,TA,6,0,2,Y,0,0,0,0,0,0,COD,Normal,102000
772,RL,94.0,7819,Pave,AllPub,Edwards,1Fam,6,1976,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,ALQ,BLQ,1029,TA,Y,SBrkr,1117,1117,1,0,1,0,3,1,TA,6,1,2,Y,0,0,0,0,0,0,WD,Abnorml,107000
773,RL,70.0,10150,Pave,AllPub,NAmes,1Fam,5,1958,Gable,CompShg,None,1.0,TA,TA,CBlock,TA,TA,Rec,Unf,912,Ex,Y,FuseA,912,912,0,0,1,0,2,1,TA,5,0,1,Y,0,0,0,0,0,0,COD,Normal,114500
774,RL,110.0,14226,Pave,AllPub,NridgHt,1Fam,8,2006,Hip,CompShg,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1935,Gd,Y,SBrkr,1973,1973,0,0,2,0,3,1,Gd,9,1,3,Y,45,0,0,0,0,0,New,Partial,395000
775,RM,32.0,4500,Pave,AllPub,Mitchel,TwnhsE,6,1998,Hip,CompShg,BrkFace,320.0,TA,TA,PConc,Ex,TA,GLQ,Unf,1204,Ex,Y,SBrkr,1204,1204,1,0,2,0,2,1,TA,5,0,2,Y,247,0,0,0,0,0,WD,Normal,162000
776,RL,86.0,11210,Pave,AllPub,CollgCr,1Fam,7,2005,Gable,CompShg,BrkFace,240.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1614,Ex,Y,SBrkr,1614,1614,0,0,2,0,3,1,Gd,7,0,3,Y,59,0,0,0,0,0,New,Partial,221500
777,RL,100.0,13350,Pave,AllPub,Sawyer,1Fam,5,1974,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,ALQ,Unf,864,TA,Y,SBrkr,894,894,1,0,1,0,3,1,TA,5,1,2,Y,0,0,0,0,0,0,WD,Normal,142500
778,RH,60.0,8400,Pave,AllPub,SawyerW,Duplex,5,1977,Gable,CompShg,BrkFace,320.0,TA,TA,Slab,-1,-1,-1,-1,0,TA,Y,SBrkr,2020,2020,0,0,2,0,4,2,TA,10,2,2,Y,0,0,0,0,0,0,WD,Normal,144000
779,RL,78.0,10530,Pave,AllPub,Mitchel,Duplex,6,1977,Gable,CompShg,BrkFace,90.0,TA,TA,CBlock,Gd,TA,GLQ,Unf,975,TA,Y,SBrkr,1004,1004,1,0,1,0,2,1,TA,4,0,2,Y,0,0,0,0,0,0,WD,Normal,135000
780,RL,63.0,7875,Pave,AllPub,Gilbert,1Fam,7,1995,Gable,CompShg,BrkFace,38.0,TA,TA,PConc,Gd,Gd,Unf,Unf,1237,Gd,Y,SBrkr,1253,1253,0,0,2,0,3,1,TA,6,1,2,Y,21,0,0,0,0,0,WD,Normal,176000
781,RL,65.0,7153,Pave,AllPub,SawyerW,1Fam,6,1992,Gable,CompShg,None,0.0,Gd,Gd,PConc,Gd,TA,ALQ,Unf,761,Ex,Y,SBrkr,810,1603,0,0,2,1,3,1,Gd,7,0,2,Y,124,0,0,0,0,0,WD,Normal,175900
782,RL,67.0,16285,Pave,AllPub,CollgCr,1Fam,7,2001,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1413,Ex,Y,SBrkr,1430,1430,0,0,2,0,3,1,Gd,6,0,2,Y,33,0,0,0,0,0,WD,Normal,187100
783,RL,-1.0,9101,Pave,AllPub,Mitchel,1Fam,5,1978,Gable,CompShg,BrkFace,104.0,TA,Gd,PConc,Gd,TA,GLQ,Unf,1097,Ex,Y,SBrkr,1110,1110,1,0,1,0,1,1,Gd,4,1,2,Y,30,0,0,0,0,0,WD,Normal,165500
784,RM,35.0,6300,Pave,AllPub,OldTown,1Fam,6,1914,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Unf,Unf,742,Ex,Y,SBrkr,742,1484,0,0,2,0,3,1,TA,9,1,0,Y,291,134,0,0,0,0,WD,Normal,128000
785,RL,-1.0,9790,Pave,AllPub,NWAmes,1Fam,6,1967,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Rec,LwQ,1372,TA,Y,SBrkr,1342,1342,0,0,2,0,3,1,TA,7,1,2,Y,0,0,0,197,0,0,WD,Normal,161500
786,RM,60.0,10800,Pave,AllPub,OldTown,1Fam,5,1915,Gable,CompShg,None,0.0,TA,Gd,PConc,Fa,TA,LwQ,Unf,686,TA,Y,SBrkr,966,1652,1,0,2,0,4,1,TA,7,0,1,Y,0,196,0,0,0,1200,WD,Normal,139000
787,RL,76.0,10142,Pave,AllPub,SawyerW,1Fam,7,2004,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,956,Ex,Y,SBrkr,956,2084,1,0,2,1,4,1,Gd,8,0,2,Y,45,0,0,0,0,0,WD,Normal,233000
788,RM,50.0,6000,Pave,AllPub,OldTown,1Fam,4,1954,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Unf,Unf,901,Ex,Y,SBrkr,901,901,0,0,1,0,2,1,TA,4,0,1,Y,0,0,0,0,0,0,WD,Normal,107900
789,RL,-1.0,12205,Pave,AllPub,ClearCr,1Fam,6,1966,Gable,CompShg,BrkFace,157.0,TA,TA,CBlock,TA,Fa,LwQ,Unf,832,Gd,Y,SBrkr,976,2087,0,0,2,1,5,1,Gd,9,0,2,Y,168,0,0,0,0,0,WD,Normal,187500
790,RL,43.0,3182,Pave,AllPub,Blmngtn,TwnhsE,7,2005,Gable,CompShg,BrkFace,11.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1145,Ex,Y,SBrkr,1145,1145,0,0,2,0,2,1,Gd,5,1,2,Y,16,0,0,0,0,0,WD,Normal,160200
791,RL,-1.0,11333,Pave,AllPub,Mitchel,1Fam,6,1976,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,ALQ,Unf,1029,TA,Y,SBrkr,1062,1062,1,0,1,0,3,1,TA,5,2,2,Y,0,0,0,0,0,0,WD,Normal,146800
792,RL,92.0,9920,Pave,AllPub,NoRidge,1Fam,7,1996,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1117,Ex,Y,SBrkr,1127,2013,1,0,2,1,3,1,TA,8,1,2,Y,130,0,0,0,0,0,WD,Normal,269790
793,RL,76.0,9158,Pave,AllPub,Somerst,1Fam,8,2007,Gable,CompShg,Stone,140.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1496,Ex,Y,SBrkr,1496,1496,0,0,2,0,3,1,Gd,7,0,2,Y,130,0,0,0,0,0,New,Partial,225000
794,RL,-1.0,10832,Pave,AllPub,Gilbert,1Fam,7,1994,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Unf,Unf,712,Ex,Y,SBrkr,1086,1895,0,0,2,1,3,1,Gd,7,1,2,Y,46,0,0,0,0,500,WD,Normal,194500
795,RL,70.0,8400,Pave,AllPub,SawyerW,1Fam,6,1980,Gable,CompShg,BrkFace,130.0,TA,TA,CBlock,Gd,TA,Unf,Unf,650,TA,Y,SBrkr,888,1564,0,0,2,1,3,1,TA,7,1,2,Y,50,0,0,204,0,0,WD,Normal,171000
796,RL,71.0,8197,Pave,AllPub,Sawyer,1Fam,6,1977,Gable,CompShg,BrkFace,148.0,TA,TA,CBlock,TA,TA,Unf,Unf,660,Ex,Y,SBrkr,1285,1285,0,0,1,1,3,1,TA,7,1,2,Y,0,0,0,0,0,0,WD,Normal,143500
797,RL,57.0,7677,Pave,AllPub,NAmes,1Fam,5,1953,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,Unf,773,Gd,Y,SBrkr,773,773,0,0,1,0,2,1,TA,4,0,1,Y,0,0,0,0,0,0,WD,Abnorml,110000
798,RL,104.0,13518,Pave,AllPub,NridgHt,1Fam,9,2008,Hip,CompShg,Stone,860.0,Ex,TA,PConc,Ex,TA,Unf,Unf,1926,Ex,Y,SBrkr,1966,3140,0,0,3,1,4,1,Ex,11,2,3,Y,78,0,0,0,0,0,New,Partial,485000
799,RL,60.0,7200,Pave,AllPub,SWISU,1Fam,5,1937,Gable,CompShg,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,ALQ,Unf,731,Ex,Y,SBrkr,981,1768,1,0,1,1,3,1,Gd,7,2,1,Y,0,264,0,0,0,0,WD,Normal,175000
800,RL,79.0,12798,Pave,AllPub,ClearCr,1Fam,6,1997,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,GLQ,Unf,616,Gd,Y,SBrkr,616,1688,1,0,2,1,4,1,Gd,8,0,2,Y,114,185,0,0,0,400,WD,Normal,200000
801,RM,40.0,4800,Pave,AllPub,IDOTRR,1Fam,4,1916,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,LwQ,Unf,1196,Ex,Y,FuseA,1196,1196,1,0,1,0,2,1,TA,5,0,2,Y,0,0,0,0,0,0,WD,Normal,109900
802,RL,63.0,8199,Pave,AllPub,CollgCr,1Fam,7,2005,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,728,Ex,Y,SBrkr,728,1456,1,0,2,1,3,1,Gd,7,1,2,Y,18,0,0,0,0,0,WD,Normal,189000
803,RL,107.0,13891,Pave,AllPub,NridgHt,1Fam,9,2008,Hip,CompShg,Stone,424.0,Ex,TA,PConc,Ex,TA,Unf,Unf,1734,Ex,Y,SBrkr,1734,2822,0,0,3,1,4,1,Ex,12,1,3,Y,170,0,0,192,0,0,New,Partial,582933
804,RL,75.0,9000,Pave,AllPub,NAmes,1Fam,5,1954,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,LwQ,Unf,936,TA,Y,SBrkr,1128,1128,0,0,1,0,2,1,TA,5,0,1,Y,0,0,0,0,0,0,WD,Family,118000
805,RL,91.0,12274,Pave,AllPub,Somerst,1Fam,7,2008,Gable,CompShg,Stone,256.0,Gd,TA,PConc,Gd,TA,Unf,Unf,1417,Ex,Y,SBrkr,1428,1428,0,0,2,0,3,1,Ex,6,0,2,Y,60,0,0,0,0,0,New,Partial,227680
806,RL,75.0,9750,Pave,AllPub,NAmes,1Fam,5,1967,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,ALQ,Rec,980,Gd,Y,SBrkr,980,980,0,0,2,0,3,1,TA,6,0,1,Y,0,0,0,0,0,0,WD,Normal,135500
807,RL,144.0,21384,Pave,AllPub,BrkSide,1Fam,5,1923,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,GLQ,Unf,1324,Ex,Y,SBrkr,1072,1576,2,0,1,1,3,1,Gd,6,1,2,Y,312,0,0,0,0,0,WD,Normal,223500
808,RL,85.0,13400,Pave,AllPub,NAmes,1Fam,5,1966,Gable,CompShg,BrkFace,1047.0,TA,TA,CBlock,TA,TA,ALQ,BLQ,1024,TA,Y,SBrkr,1086,1086,1,0,1,0,3,1,TA,6,1,2,Y,0,0,0,0,0,0,WD,Normal,159950
809,RM,90.0,8100,Pave,AllPub,OldTown,1Fam,5,1898,Hip,CompShg,None,0.0,TA,TA,PConc,TA,TA,Unf,Unf,849,TA,N,FuseA,1075,2138,0,0,2,0,2,3,TA,11,0,2,N,156,0,0,0,0,0,WD,Normal,106000
810,RL,78.0,10140,Pave,AllPub,NWAmes,1Fam,6,1974,Hip,CompShg,BrkFace,99.0,TA,TA,CBlock,TA,TA,ALQ,LwQ,1040,Fa,Y,SBrkr,1309,1309,1,0,1,1,3,1,Gd,5,1,2,Y,0,0,0,0,648,0,WD,Normal,181000
811,RM,-1.0,4438,Pave,AllPub,CollgCr,TwnhsE,6,2004,Gable,CompShg,BrkFace,169.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,848,Ex,Y,SBrkr,848,848,1,0,1,0,1,1,Gd,4,1,2,Y,0,0,0,0,0,0,ConLD,Normal,144500
812,C (all),66.0,8712,Grvl,AllPub,IDOTRR,1Fam,5,1952,Hip,CompShg,None,0.0,Fa,TA,CBlock,TA,TA,Unf,Unf,540,TA,N,FuseA,1044,1044,0,0,1,0,2,1,Fa,4,0,2,N,0,0,0,0,0,54,WD,Alloca,55993
813,RL,75.0,9750,Pave,AllPub,NAmes,1Fam,6,1958,Gable,CompShg,BrkFace,243.0,TA,TA,CBlock,TA,TA,Rec,Unf,1442,Gd,Y,SBrkr,1442,1442,0,0,1,1,4,1,TA,7,0,1,Y,0,275,0,0,0,500,COD,Normal,157900
814,RL,45.0,8248,Pave,AllPub,Edwards,1Fam,5,1918,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,Unf,Unf,686,Gd,Y,SBrkr,686,1250,0,1,1,1,3,1,Fa,7,0,1,P,0,96,0,0,0,0,WD,Normal,116000
815,RL,48.0,12137,Pave,AllPub,CollgCr,1Fam,7,1998,Gable,CompShg,BrkFace,442.0,TA,TA,PConc,Gd,TA,Unf,Unf,1649,Ex,Y,SBrkr,1661,1661,0,0,2,0,3,1,Gd,6,0,2,Y,34,0,0,0,0,0,WD,Normal,224900
816,RL,-1.0,11425,Pave,AllPub,NAmes,1Fam,5,1954,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,BLQ,Unf,1008,Gd,Y,SBrkr,1008,1008,0,0,1,0,2,1,TA,4,1,1,Y,0,120,0,0,0,0,WD,Normal,137000
817,RL,-1.0,13265,Pave,AllPub,Mitchel,1Fam,8,2002,Hip,CompShg,BrkFace,148.0,Gd,TA,PConc,Gd,TA,GLQ,Unf,1568,Ex,Y,SBrkr,1689,1689,1,0,2,0,3,1,Gd,7,2,3,Y,59,0,0,0,0,0,WD,Normal,271000
